Date and time (UTC),Global_Solar_Flux,Direct_Solar_Flux,Diffuse_Solar_Flux,AirTemp,TGBT,T1,T2,T3,T4,T5,T6,T7
2016-07-15 00:00:00+00:00,-1.03,-0.53,-1.38,12.41,9.37,0.99,2.12,0.19,1.50,1.41,0.26,2.64
2016-07-15 01:00:00+00:00,-1.05,-0.44,-1.36,12.12,9.78,0.99,2.17,0.17,1.69,1.57,0.54,2.36
2016-07-15 02:00:00+00:00,-1.05,-0.46,-1.34,11.54,10.95,1.13,2.31,0.34,1.66,1.68,0.33,3.18
2016-07-15 03:00:00+00:00,-0.48,-0.41,-0.75,11.28,13.73,1.31,2.40,0.89,1.64,1.78,0.54,4.81
2016-07-15 04:00:00+00:00,32.49,127.50,16.05,10.77,14.24,1.17,2.29,0.27,2.10,2.10,0.76,5.25
2016-07-15 05:00:00+00:00,167.41,507.76,45.35,11.84,20.22,1.49,2.77,0.24,2.94,3.85,2.12,6.45
2016-07-15 06:00:00+00:00,318.57,686.96,67.10,13.58,16.99,1.44,2.60,0.24,3.00,3.33,1.20,4.86
2016-07-15 07:00:00+00:00,491.44,783.68,86.85,15.78,15.69,1.11,2.65,0.89,2.60,2.63,0.45,5.04
2016-07-15 08:00:00+00:00,656.16,820.75,122.12,17.94,14.08,1.06,1.66,0.96,2.44,2.00,0.46,5.29
2016-07-15 09:00:00+00:00,655.95,592.23,205.75,18.81,15.60,1.11,1.57,1.42,2.91,1.89,1.30,5.17
2016-07-15 10:00:00+00:00,591.76,414.64,241.21,19.40,14.10,1.06,1.54,1.49,2.91,1.35,1.15,4.41
2016-07-15 11:00:00+00:00,871.42,724.29,229.26,20.29,14.53,1.24,1.51,1.52,3.06,1.16,1.30,4.54
2016-07-15 12:00:00+00:00,660.65,450.00,264.38,20.77,15.02,1.24,1.55,1.54,2.39,1.82,0.62,5.66
2016-07-15 13:00:00+00:00,632.41,391.68,297.65,21.59,16.21,1.24,1.61,1.57,2.72,2.13,0.63,6.07
2016-07-15 14:00:00+00:00,456.27,277.52,242.92,21.43,16.05,1.25,1.54,1.49,2.18,1.51,1.37,6.45
2016-07-15 15:00:00+00:00,532.07,515.94,192.61,22.34,18.05,2.79,2.26,1.28,1.62,1.52,1.00,7.27
2016-07-15 16:00:00+00:00,363.84,344.44,188.05,22.17,16.75,1.84,1.94,0.96,1.65,1.45,1.35,7.26
2016-07-15 17:00:00+00:00,294.00,492.72,117.33,22.45,14.63,1.82,1.33,0.92,1.29,1.41,0.83,6.81
2016-07-15 18:00:00+00:00,127.16,303.03,68.42,21.91,12.84,1.72,1.74,1.28,1.26,0.64,0.55,5.39
2016-07-15 19:00:00+00:00,15.96,6.62,15.73,20.46,11.07,1.13,1.41,1.16,1.42,0.47,1.15,4.09
2016-07-15 20:00:00+00:00,-0.96,-0.47,-1.23,18.91,8.73,0.77,1.31,1.15,1.23,0.54,1.03,2.47
2016-07-15 21:00:00+00:00,-1.17,-0.45,-1.35,17.49,9.19,0.76,1.40,1.09,1.27,0.76,1.06,2.62
2016-07-15 22:00:00+00:00,-0.99,-0.38,-1.17,16.77,9.68,0.82,1.48,1.08,1.33,0.75,1.00,2.96
2016-07-15 23:00:00+00:00,-1.02,-0.38,-1.19,15.82,10.46,0.87,1.93,1.06,1.47,0.97,1.44,2.43
2016-07-16 00:00:00+00:00,-0.94,-0.45,-1.20,15.27,10.56,0.87,1.71,1.11,1.47,1.08,1.37,2.66
2016-07-16 01:00:00+00:00,-0.63,-0.39,-1.02,14.86,10.70,0.93,1.83,1.15,1.61,1.17,1.19,2.52
2016-07-16 02:00:00+00:00,-0.15,-0.20,-0.58,14.75,10.00,0.93,1.91,0.51,1.62,1.29,0.99,2.48
2016-07-16 03:00:00+00:00,0.15,-0.10,-0.14,15.06,9.50,0.98,1.76,0.23,1.60,1.18,0.78,2.70
2016-07-16 04:00:00+00:00,12.64,-0.04,12.50,15.13,9.04,0.94,1.78,0.20,1.70,1.31,0.40,2.44
2016-07-16 05:00:00+00:00,49.25,0.22,49.28,15.40,11.54,1.16,2.04,0.21,2.08,2.43,0.23,3.09
2016-07-16 06:00:00+00:00,129.73,1.07,130.09,15.60,11.73,1.16,2.00,0.32,1.97,2.33,0.72,2.93
2016-07-16 07:00:00+00:00,306.75,28.36,291.67,17.12,11.94,1.05,2.12,0.25,2.03,1.89,1.41,2.90
2016-07-16 08:00:00+00:00,440.67,54.98,404.49,18.25,9.93,0.94,1.49,0.20,1.62,1.37,1.55,2.51
2016-07-16 09:00:00+00:00,425.79,8.16,418.08,19.04,9.35,0.89,1.44,0.20,1.55,1.25,1.00,2.79
2016-07-16 10:00:00+00:00,802.86,445.32,418.89,20.69,9.92,0.89,1.42,0.25,1.54,1.10,1.41,3.06
2016-07-16 11:00:00+00:00,740.39,450.26,339.23,22.20,8.87,0.90,1.46,0.24,1.55,1.38,0.25,2.86
2016-07-16 12:00:00+00:00,637.57,307.67,364.84,23.25,9.94,0.90,1.46,0.33,1.55,1.35,1.04,3.09
2016-07-16 13:00:00+00:00,528.90,223.89,339.16,23.87,10.00,0.89,1.45,0.28,1.53,1.02,1.28,3.30
2016-07-16 14:00:00+00:00,564.54,209.85,412.58,24.71,8.32,0.71,1.23,0.21,1.21,0.45,1.20,3.11
2016-07-16 15:00:00+00:00,693.68,519.48,364.72,25.49,8.68,0.71,1.56,0.28,1.21,0.45,1.19,3.03
2016-07-16 16:00:00+00:00,356.12,138.03,280.26,25.15,7.77,0.72,1.24,0.24,1.21,0.50,0.57,3.08
2016-07-16 17:00:00+00:00,249.65,303.51,154.48,25.09,7.21,0.71,1.22,0.21,1.21,0.50,0.25,2.92
2016-07-16 18:00:00+00:00,123.16,312.37,65.87,24.80,6.91,0.71,1.22,0.31,1.19,0.42,0.14,2.74
2016-07-16 19:00:00+00:00,12.33,20.90,11.66,23.80,7.02,0.69,1.20,0.21,1.41,0.41,0.14,2.78
2016-07-16 20:00:00+00:00,-0.94,-0.32,-0.85,22.47,6.93,0.70,1.19,0.22,1.19,0.42,0.14,2.91
2016-07-16 21:00:00+00:00,-1.23,-0.44,-1.33,21.06,7.72,0.86,1.23,0.35,1.23,0.45,0.24,3.19
2016-07-16 22:00:00+00:00,-1.12,-0.44,-1.28,20.31,6.70,0.70,1.18,0.21,1.20,0.42,0.14,2.69
2016-07-16 23:00:00+00:00,-0.64,-0.27,-0.88,19.80,7.01,0.71,1.17,0.20,1.23,0.43,0.42,2.68
2016-07-17 00:00:00+00:00,-1.02,-0.43,-1.22,19.14,7.20,0.71,1.22,0.31,1.21,0.44,0.14,3.03
2016-07-17 01:00:00+00:00,-0.92,-0.43,-1.24,18.64,6.96,0.71,1.55,0.21,1.20,0.42,0.14,2.54
2016-07-17 02:00:00+00:00,-0.97,-0.42,-1.14,17.41,7.01,0.71,1.36,0.21,1.21,0.44,0.14,2.77
2016-07-17 03:00:00+00:00,-0.55,-0.39,-0.75,16.76,6.94,0.71,1.40,0.21,1.19,0.55,0.14,2.55
2016-07-17 04:00:00+00:00,27.44,136.23,13.62,16.68,7.46,0.71,1.50,0.21,1.21,0.66,0.14,2.81
2016-07-17 05:00:00+00:00,152.38,570.13,34.21,17.73,8.36,0.88,1.54,0.22,1.54,1.38,0.14,2.46
2016-07-17 06:00:00+00:00,313.35,743.91,45.71,19.06,8.82,0.89,1.48,0.31,1.55,1.13,0.48,2.78
2016-07-17 07:00:00+00:00,480.28,838.73,52.09,20.67,8.13,0.89,1.40,0.20,1.54,1.02,0.17,2.72
2016-07-17 08:00:00+00:00,633.68,889.44,57.58,21.88,8.33,0.89,1.47,0.21,1.77,1.03,0.14,2.63
2016-07-17 09:00:00+00:00,760.52,919.08,62.42,23.46,8.52,0.90,1.48,0.21,1.55,1.10,0.25,2.83
2016-07-17 10:00:00+00:00,851.13,937.01,65.37,24.50,8.94,0.90,1.79,0.22,1.56,1.05,0.14,3.08
2016-07-17 11:00:00+00:00,896.19,941.46,70.15,25.26,8.78,0.90,1.48,0.20,1.61,1.09,0.25,3.06
2016-07-17 12:00:00+00:00,891.44,906.81,98.40,26.58,9.02,0.90,1.47,0.30,1.56,1.06,0.42,3.10
2016-07-17 13:00:00+00:00,863.97,898.93,112.90,27.29,8.77,0.89,1.46,0.21,1.53,1.02,0.30,3.17
2016-07-17 14:00:00+00:00,760.26,853.30,115.30,27.67,7.32,0.71,1.27,0.21,1.21,0.48,0.24,3.03
2016-07-17 15:00:00+00:00,561.36,685.47,123.26,27.60,7.19,0.72,1.24,0.21,1.23,0.47,0.15,3.00
2016-07-17 16:00:00+00:00,440.56,719.19,80.54,27.68,7.65,0.73,1.25,0.21,1.23,0.55,0.29,3.21
2016-07-17 17:00:00+00:00,287.55,681.54,55.23,27.69,7.65,0.72,1.24,0.21,1.21,0.48,0.15,3.46
2016-07-17 18:00:00+00:00,127.74,485.67,37.45,27.14,7.90,0.72,1.23,0.32,1.19,0.44,0.14,3.71
2016-07-17 19:00:00+00:00,20.61,148.82,11.49,25.73,7.30,0.70,1.29,0.21,1.20,0.42,0.42,2.86
2016-07-17 20:00:00+00:00,-1.16,-0.48,-1.32,24.26,7.44,0.70,1.42,0.22,1.22,0.43,0.14,3.13
2016-07-17 21:00:00+00:00,-1.24,-0.44,-1.48,23.08,7.55,0.84,1.22,0.30,1.29,0.57,0.15,3.01
2016-07-17 22:00:00+00:00,-1.23,-0.44,-1.43,21.78,7.17,0.86,1.18,0.23,1.39,0.43,0.14,2.80
2016-07-17 23:00:00+00:00,-1.15,-0.44,-1.41,21.03,6.85,0.71,1.18,0.22,1.22,0.43,0.14,2.80
2016-07-18 00:00:00+00:00,-1.06,-0.43,-1.39,20.50,6.78,0.70,1.18,0.21,1.20,0.43,0.14,2.78
2016-07-18 01:00:00+00:00,-1.06,-0.43,-1.32,20.04,6.74,0.70,1.18,0.31,1.21,0.44,0.14,2.62
2016-07-18 02:00:00+00:00,-0.95,-0.42,-1.29,19.69,7.59,0.71,1.18,0.22,1.21,0.44,0.46,3.22
2016-07-18 03:00:00+00:00,-0.56,-0.40,-0.88,19.19,11.30,1.02,1.84,1.09,1.21,0.43,0.35,5.08
2016-07-18 04:00:00+00:00,25.48,123.39,13.25,18.78,10.06,1.41,1.32,0.29,1.22,0.46,0.28,4.93
2016-07-18 05:00:00+00:00,146.77,532.24,37.20,19.77,36.55,5.76,5.80,0.41,1.83,1.64,0.45,19.87
2016-07-18 06:00:00+00:00,306.49,708.04,52.71,21.36,28.43,3.73,2.81,0.58,2.31,1.51,1.38,15.71
2016-07-18 07:00:00+00:00,474.77,800.19,66.55,23.18,25.76,3.22,3.55,1.74,3.85,1.18,1.06,10.62
2016-07-18 08:00:00+00:00,619.62,802.66,98.37,24.60,27.86,3.91,3.76,1.88,4.46,2.02,1.48,9.73
2016-07-18 09:00:00+00:00,717.50,764.77,136.06,25.74,30.21,4.86,3.18,1.86,4.39,2.53,1.68,11.06
2016-07-18 10:00:00+00:00,827.15,816.42,141.15,26.74,30.88,3.43,3.44,1.71,4.05,2.50,1.53,13.61
2016-07-18 11:00:00+00:00,877.71,863.74,119.99,27.87,29.62,5.12,2.64,1.43,3.91,2.16,1.22,12.74
2016-07-18 12:00:00+00:00,876.07,896.45,93.07,29.01,36.04,3.59,3.58,1.61,5.59,2.24,1.52,17.33
2016-07-18 13:00:00+00:00,822.59,877.94,91.30,29.92,38.14,4.69,3.29,1.46,5.75,2.30,1.99,18.09
2016-07-18 14:00:00+00:00,732.41,869.95,79.03,30.17,36.51,4.77,3.12,1.63,5.29,2.00,1.99,17.16
2016-07-18 15:00:00+00:00,601.90,831.66,73.57,30.76,40.00,5.11,3.03,1.41,5.00,2.23,1.53,21.15
2016-07-18 16:00:00+00:00,443.07,759.53,66.97,30.59,31.86,5.28,2.74,1.05,3.49,1.17,1.12,16.56
2016-07-18 17:00:00+00:00,277.13,657.41,54.85,30.42,28.26,4.97,2.11,0.95,2.56,1.07,1.17,15.07
2016-07-18 18:00:00+00:00,122.87,475.88,35.16,29.57,22.81,3.09,2.19,0.95,1.25,0.86,0.60,13.50
2016-07-18 19:00:00+00:00,17.41,117.14,10.26,27.99,15.93,1.78,1.62,0.87,1.22,1.56,0.73,7.82
2016-07-18 20:00:00+00:00,-1.20,-0.53,-1.44,26.46,9.68,0.85,1.40,0.88,1.16,1.56,0.16,3.42
2016-07-18 21:00:00+00:00,-1.26,-0.48,-1.59,25.45,9.69,0.84,1.33,0.88,1.17,1.60,0.14,3.49
2016-07-18 22:00:00+00:00,-1.18,-0.45,-1.52,24.59,8.28,0.82,1.26,0.37,1.14,1.21,0.22,3.05
2016-07-18 23:00:00+00:00,-1.09,-0.44,-1.49,23.72,7.20,0.83,1.26,0.28,1.16,0.69,0.15,2.66
2016-07-19 00:00:00+00:00,-1.02,-0.44,-1.44,23.18,7.12,0.82,1.27,0.37,1.17,0.54,0.14,2.61
2016-07-19 01:00:00+00:00,-0.97,-0.44,-1.45,22.63,7.30,0.86,1.28,0.27,1.24,0.63,0.14,2.71
2016-07-19 02:00:00+00:00,-1.04,-0.44,-1.41,21.75,8.25,0.86,1.28,0.45,1.21,0.64,0.31,3.31
2016-07-19 03:00:00+00:00,-0.48,-0.42,-1.07,21.51,11.49,0.98,1.35,1.63,1.16,0.61,0.56,4.99
2016-07-19 04:00:00+00:00,25.52,133.11,12.20,21.36,9.77,1.02,1.44,1.03,1.17,0.65,0.29,3.99
2016-07-19 05:00:00+00:00,150.01,572.02,33.77,21.91,34.26,4.37,5.52,0.27,1.81,1.42,0.54,19.60
2016-07-19 06:00:00+00:00,311.24,742.82,47.11,23.04,22.51,2.39,2.81,0.49,2.80,1.54,1.29,10.82
2016-07-19 07:00:00+00:00,478.87,833.70,55.95,24.51,26.16,3.67,3.14,1.62,4.00,1.71,1.50,10.11
2016-07-19 08:00:00+00:00,633.15,885.16,62.15,26.70,29.02,3.86,3.58,1.66,5.54,2.49,1.60,9.76
2016-07-19 09:00:00+00:00,760.36,913.84,67.64,28.83,33.13,4.45,3.61,1.72,6.01,2.73,1.71,12.35
2016-07-19 10:00:00+00:00,850.66,931.18,71.22,30.68,32.53,3.51,3.81,1.67,5.08,2.45,1.93,13.53
2016-07-19 11:00:00+00:00,899.23,942.72,72.16,31.56,34.57,3.46,3.74,1.77,5.05,2.41,1.77,15.84
2016-07-19 12:00:00+00:00,893.71,935.92,74.27,32.45,46.46,6.16,4.56,1.80,6.01,2.79,2.51,21.90
2016-07-19 13:00:00+00:00,841.81,921.63,74.26,32.98,51.99,8.09,5.24,1.99,5.80,4.52,2.68,22.73
2016-07-19 14:00:00+00:00,747.77,900.71,71.32,33.34,49.77,7.63,4.09,2.12,5.51,3.26,3.16,23.25
2016-07-19 15:00:00+00:00,614.72,863.21,66.53,33.92,49.30,8.35,4.70,1.94,4.81,1.98,2.54,24.15
2016-07-19 16:00:00+00:00,458.29,809.11,58.85,33.87,43.20,7.69,5.00,1.83,3.05,1.54,2.54,20.69
2016-07-19 17:00:00+00:00,287.60,703.63,50.04,33.54,33.26,6.20,2.74,1.32,2.43,0.89,1.79,17.43
2016-07-19 18:00:00+00:00,127.01,500.51,35.30,32.71,25.09,3.81,2.19,0.37,1.99,0.84,1.61,13.94
2016-07-19 19:00:00+00:00,17.81,122.66,10.21,31.01,15.35,2.02,1.72,0.17,1.94,0.78,1.05,7.41
2016-07-19 20:00:00+00:00,-1.32,-0.54,-1.72,29.51,9.43,0.90,1.24,0.20,1.93,0.72,1.34,2.91
2016-07-19 21:00:00+00:00,-1.44,-0.53,-1.76,28.04,8.86,0.89,1.23,0.19,1.81,0.72,0.94,2.91
2016-07-19 22:00:00+00:00,-1.12,-0.46,-1.66,27.26,7.61,0.89,1.27,0.17,1.49,0.64,0.35,2.64
2016-07-19 23:00:00+00:00,-1.01,-0.40,-1.46,26.53,7.65,0.88,1.28,0.27,1.48,0.61,0.29,2.67
2016-07-20 00:00:00+00:00,-1.12,-0.45,-1.43,25.35,7.46,0.88,1.27,0.19,1.49,0.60,0.29,2.58
2016-07-20 01:00:00+00:00,-1.00,-0.43,-1.33,24.49,7.88,0.86,1.26,0.18,1.53,0.62,0.55,2.73
2016-07-20 02:00:00+00:00,-0.99,-0.44,-1.37,23.58,8.07,0.88,1.27,0.18,1.51,0.63,0.32,3.11
2016-07-20 03:00:00+00:00,-0.67,-0.43,-1.11,22.88,11.96,1.11,1.43,1.33,1.48,0.60,0.58,5.21
2016-07-20 04:00:00+00:00,20.47,55.10,14.80,22.20,9.96,1.03,1.64,0.51,1.48,0.75,0.38,3.98
2016-07-20 05:00:00+00:00,137.76,422.75,51.61,21.75,40.97,6.70,6.11,0.24,2.24,1.79,0.66,22.38
2016-07-20 06:00:00+00:00,292.74,592.28,82.31,22.64,27.76,2.65,2.74,0.39,2.70,1.38,1.50,16.01
2016-07-20 07:00:00+00:00,454.71,664.68,118.65,24.49,29.87,3.76,3.64,1.28,4.54,1.70,1.54,12.79
2016-07-20 08:00:00+00:00,599.56,642.43,183.59,25.91,30.89,2.78,3.50,1.45,5.09,3.34,1.91,12.13
2016-07-20 09:00:00+00:00,603.45,345.43,344.39,26.97,32.04,3.51,4.12,1.84,5.88,2.77,1.74,11.45
2016-07-20 10:00:00+00:00,211.62,8.65,202.76,26.10,31.89,2.78,3.76,1.97,5.67,2.64,2.17,12.29
2016-07-20 11:00:00+00:00,271.06,16.12,253.94,26.46,30.59,2.58,3.81,1.94,6.26,1.88,1.77,11.72
2016-07-20 12:00:00+00:00,363.03,14.43,347.03,27.18,33.52,4.00,4.45,1.92,5.79,2.75,2.27,11.56
2016-07-20 13:00:00+00:00,256.10,4.92,250.73,27.01,33.51,2.76,4.16,2.15,5.70,3.81,2.43,11.70
2016-07-20 14:00:00+00:00,332.39,19.26,315.99,26.93,34.43,2.96,4.47,1.92,5.91,3.21,2.51,12.60
2016-07-20 15:00:00+00:00,273.16,31.00,254.28,27.15,29.93,2.87,4.50,1.79,3.19,2.75,2.28,11.75
2016-07-20 16:00:00+00:00,220.16,13.84,214.23,27.14,26.51,2.87,4.12,1.26,1.96,2.35,2.31,10.99
2016-07-20 17:00:00+00:00,217.92,124.13,177.39,27.07,19.09,2.71,2.70,0.50,1.32,1.21,1.19,9.08
2016-07-20 18:00:00+00:00,97.15,72.67,86.63,26.58,14.85,2.17,2.02,0.26,1.28,0.93,0.46,7.46
2016-07-20 19:00:00+00:00,35.97,21.98,34.51,25.93,11.18,1.43,1.89,0.28,1.22,0.85,0.20,5.04
2016-07-20 20:00:00+00:00,-0.89,-0.43,-1.16,25.08,7.72,0.98,1.49,0.17,1.21,0.77,0.17,2.72
2016-07-20 21:00:00+00:00,-1.05,-0.40,-1.27,24.09,8.00,0.98,1.74,0.17,1.20,0.77,0.17,2.76
2016-07-20 22:00:00+00:00,-1.04,-0.38,-1.23,22.95,8.00,0.97,1.55,0.21,1.25,0.76,0.27,2.80
2016-07-20 23:00:00+00:00,-0.95,-0.35,-1.15,21.92,7.66,0.94,1.51,0.18,1.18,0.75,0.17,2.72
2016-07-21 00:00:00+00:00,-1.02,-0.34,-1.19,20.68,7.71,0.93,1.51,0.18,1.19,0.77,0.17,2.76
2016-07-21 01:00:00+00:00,-0.79,-0.28,-0.97,19.39,7.52,0.76,1.51,0.17,1.23,0.78,0.17,2.70
2016-07-21 02:00:00+00:00,-0.73,-0.30,-0.87,18.43,7.93,0.77,1.51,0.28,1.25,0.78,0.19,2.96
2016-07-21 03:00:00+00:00,-0.80,-0.35,-0.91,17.56,11.34,0.98,1.58,1.11,1.18,0.77,0.63,4.87
2016-07-21 04:00:00+00:00,18.77,1.77,18.32,17.04,9.46,0.91,1.62,0.17,1.35,0.88,0.65,3.69
2016-07-21 05:00:00+00:00,70.28,67.38,56.92,17.03,31.50,4.17,4.85,0.24,1.99,2.18,2.02,15.36
2016-07-21 06:00:00+00:00,190.73,68.08,165.93,17.48,23.10,2.23,3.01,0.33,2.55,2.49,1.57,10.55
2016-07-21 07:00:00+00:00,293.78,54.84,265.02,18.67,23.06,1.93,3.46,1.37,4.18,2.43,1.27,7.98
2016-07-21 08:00:00+00:00,475.03,233.31,315.17,19.88,24.50,2.35,2.84,1.61,4.46,3.38,1.82,7.56
2016-07-21 09:00:00+00:00,579.99,227.31,407.88,21.48,27.71,3.06,3.28,1.88,4.95,3.45,2.24,8.29
2016-07-21 10:00:00+00:00,751.91,406.36,404.15,22.37,24.58,3.22,3.30,2.05,3.31,2.91,1.55,7.68
2016-07-21 11:00:00+00:00,783.03,346.76,471.77,23.85,26.76,3.26,3.39,2.08,3.61,2.94,1.86,9.04
2016-07-21 12:00:00+00:00,497.49,78.49,423.16,24.20,28.57,2.72,4.09,2.00,3.22,3.60,1.79,10.49
2016-07-21 13:00:00+00:00,453.18,92.35,373.75,23.80,28.73,3.58,4.10,2.22,2.74,3.77,1.79,9.83
2016-07-21 14:00:00+00:00,,,,24.09,27.66,2.44,3.78,2.11,2.51,3.56,2.19,10.32
2016-07-21 15:00:00+00:00,208.54,0.55,207.75,24.14,27.26,3.14,3.66,1.74,2.64,3.02,2.29,10.10
2016-07-21 16:00:00+00:00,247.95,37.78,227.89,24.21,23.17,2.31,3.17,1.81,2.22,1.62,2.03,9.48
2016-07-21 17:00:00+00:00,110.12,0.30,110.05,23.74,19.32,2.25,2.06,1.26,1.73,1.08,1.06,9.59
2016-07-21 18:00:00+00:00,86.24,4.41,85.63,23.37,15.60,2.64,2.28,0.39,1.35,0.94,0.30,7.43
2016-07-21 19:00:00+00:00,12.68,-0.15,12.68,21.97,10.18,1.45,1.59,0.25,1.27,0.84,0.19,4.36
2016-07-21 20:00:00+00:00,-0.65,-0.16,-0.68,21.22,7.70,0.99,1.37,0.33,1.25,0.74,0.14,2.68
2016-07-21 21:00:00+00:00,-0.95,-0.26,-0.98,20.23,7.58,0.99,1.37,0.24,1.27,0.74,0.15,2.64
2016-07-21 22:00:00+00:00,-0.99,-0.33,-1.00,19.55,7.76,1.01,1.45,0.25,1.31,0.75,0.21,2.59
2016-07-21 23:00:00+00:00,-0.82,-0.28,-0.79,18.82,7.37,0.80,1.42,0.23,1.25,0.74,0.14,2.61
2016-07-22 00:00:00+00:00,-0.54,-0.17,-0.52,18.43,7.50,0.80,1.42,0.20,1.24,0.74,0.35,2.56
2016-07-22 01:00:00+00:00,-0.75,-0.28,-0.76,17.85,7.64,0.86,1.41,0.21,1.27,0.74,0.20,2.77
2016-07-22 02:00:00+00:00,-1.07,-0.40,-1.05,16.98,8.68,0.90,1.59,0.32,1.52,0.97,0.18,2.99
2016-07-22 03:00:00+00:00,-0.69,-0.24,-0.65,16.57,12.62,1.08,1.98,1.35,1.32,0.96,0.78,4.86
2016-07-22 04:00:00+00:00,11.63,-0.06,11.67,16.71,10.52,1.07,1.66,0.24,1.62,1.43,0.50,3.76
2016-07-22 05:00:00+00:00,75.65,8.22,73.68,16.94,28.98,3.63,4.46,0.77,2.06,2.81,0.62,14.06
2016-07-22 06:00:00+00:00,165.14,2.77,164.29,17.50,24.66,2.24,3.67,1.12,3.35,3.34,0.85,9.60
2016-07-22 07:00:00+00:00,193.61,0.72,193.32,18.22,24.70,1.59,2.93,1.23,5.22,3.64,1.13,8.50
2016-07-22 08:00:00+00:00,455.97,104.59,387.36,19.72,27.28,1.85,3.07,1.65,5.16,4.70,1.94,8.23
2016-07-22 09:00:00+00:00,698.37,480.29,329.78,21.11,27.70,1.65,3.06,1.88,5.21,3.66,2.35,9.27
2016-07-22 10:00:00+00:00,834.97,672.64,268.80,22.87,28.06,3.05,3.19,1.97,3.57,3.81,2.67,9.22
2016-07-22 11:00:00+00:00,882.25,730.86,238.83,24.39,28.78,2.66,3.26,2.09,4.54,3.01,2.49,10.17
2016-07-22 12:00:00+00:00,715.88,390.54,367.02,25.10,30.20,2.51,3.33,1.82,5.01,3.67,2.17,11.16
2016-07-22 13:00:00+00:00,710.26,384.74,387.18,25.51,33.39,3.27,3.94,1.76,5.56,4.49,1.89,11.86
2016-07-22 14:00:00+00:00,598.26,433.22,269.23,26.05,32.32,3.11,4.02,1.56,5.30,4.08,1.92,11.71
2016-07-22 15:00:00+00:00,610.07,565.02,249.30,26.51,35.03,3.54,3.37,1.67,4.33,4.50,2.36,14.66
2016-07-22 16:00:00+00:00,365.89,252.35,239.09,25.69,30.13,2.61,2.87,1.38,2.60,4.20,1.84,14.12
2016-07-22 17:00:00+00:00,241.11,244.85,164.13,25.02,21.32,2.47,2.24,0.53,2.00,2.32,0.68,10.75
2016-07-22 18:00:00+00:00,131.49,169.06,97.40,24.77,18.30,2.17,1.95,0.66,1.65,1.33,0.51,9.76
2016-07-22 19:00:00+00:00,21.05,17.41,20.41,23.59,11.91,1.93,1.44,0.84,1.27,1.22,0.31,4.67
2016-07-22 20:00:00+00:00,-1.07,-0.33,-1.16,21.82,10.78,0.90,1.27,0.81,1.25,1.43,0.82,4.06
2016-07-22 21:00:00+00:00,-0.98,-0.26,-1.05,20.54,8.01,0.80,1.22,0.23,1.24,0.93,0.21,3.18
2016-07-22 22:00:00+00:00,-1.13,-0.37,-1.14,19.72,8.01,0.80,1.26,0.22,1.25,0.93,0.17,3.19
2016-07-22 23:00:00+00:00,-1.15,-0.37,-1.12,18.91,8.09,0.80,1.26,0.22,1.24,0.91,0.17,3.28
2016-07-23 00:00:00+00:00,-1.06,-0.36,-1.04,17.93,8.01,0.80,1.26,0.22,1.23,0.92,0.17,3.20
2016-07-23 01:00:00+00:00,-1.13,-0.37,-1.17,16.84,8.00,0.79,1.31,0.22,1.22,0.92,0.17,3.16
2016-07-23 02:00:00+00:00,-1.25,-0.40,-1.27,15.97,8.71,0.85,1.70,0.21,1.24,1.16,0.17,3.14
2016-07-23 03:00:00+00:00,-1.13,-0.38,-1.16,15.32,8.64,0.91,1.50,0.31,1.31,1.16,0.17,3.06
2016-07-23 04:00:00+00:00,11.32,4.38,10.89,14.84,9.24,0.92,1.58,0.23,1.31,1.37,0.36,3.22
2016-07-23 05:00:00+00:00,114.70,270.55,56.00,15.00,10.39,1.03,1.66,0.21,1.57,2.29,0.25,3.13
2016-07-23 06:00:00+00:00,292.21,626.72,74.08,16.17,9.84,1.03,1.58,0.21,1.57,1.90,0.17,3.14
2016-07-23 07:00:00+00:00,464.82,763.25,81.95,17.98,10.34,1.05,1.57,0.24,1.85,1.54,0.27,3.60
2016-07-23 08:00:00+00:00,621.22,825.75,93.05,19.90,9.29,0.99,1.50,0.22,1.58,1.41,0.17,3.20
2016-07-23 09:00:00+00:00,749.39,833.97,120.47,21.14,9.83,0.99,1.54,0.32,1.58,1.40,0.17,3.61
2016-07-23 10:00:00+00:00,792.39,765.10,156.93,22.34,9.39,0.99,1.56,0.21,1.58,1.42,0.17,3.23
2016-07-23 11:00:00+00:00,909.57,839.65,176.42,23.88,10.00,0.99,1.89,0.21,1.58,1.43,0.45,3.20
2016-07-23 12:00:00+00:00,788.35,681.05,194.25,24.88,9.55,0.99,1.57,0.21,1.61,1.42,0.17,3.34
2016-07-23 13:00:00+00:00,683.96,576.23,206.94,25.59,9.41,0.97,1.56,0.21,1.57,1.41,0.17,3.29
2016-07-23 14:00:00+00:00,603.50,563.02,183.40,25.93,8.24,0.81,1.34,0.22,1.24,0.82,0.17,3.41
2016-07-23 15:00:00+00:00,568.04,613.69,184.00,26.36,8.55,0.81,1.34,0.32,1.25,0.81,0.17,3.63
2016-07-23 16:00:00+00:00,468.89,674.63,137.68,26.43,8.18,0.82,1.35,0.21,1.25,0.82,0.17,3.34
2016-07-23 17:00:00+00:00,283.30,516.28,112.32,25.90,8.33,0.81,1.33,0.21,1.25,0.81,0.30,3.40
2016-07-23 18:00:00+00:00,119.82,327.28,61.25,24.72,8.26,0.81,1.31,0.22,1.28,0.83,0.41,3.21
